date,account_id,cloud_provider,environment,total_list_cost,total_net_cost,total_on_demand_cost,total_amortized_cost,total_projected_monthly_cost,total_budget_amount,avg_budget_utilization_pct,avg_cost_variance_7d_pct,avg_cost_variance_30d_pct,anomaly_count,row_count
2023-08-16,acct-008,GCP,staging,21.5937,14.438,9.4888,13.1455,27.9736,59297.79,0.0005,0.0737,0.1472,0,4
2023-08-16,acct-009,AWS,prod,50.8046,38.6433,17.3735,34.5434,74.8714,282234.63,0.0003,0.1963,0.1994,0,5
2023-08-16,acct-009,AWS,staging,6.5074,5.2385,3.6968,4.7951,10.1497,33098.58,0.0003,0.175,0.3411,0,2
2023-08-16,acct-009,Azure,prod,90.0227,69.4734,39.5493,64.0873,134.6049,218800.08,0.0006,0.0403,-0.0086,0,4
2023-08-16,acct-009,Azure,staging,1.3074,1.1651,0.3312,0.9829,2.2575,14707.44,0.0002,-0.0307,0.0813,0,1
2023-08-16,acct-009,GCP,dev,3.4953,2.8575,2.3144,2.7734,5.5365,7595.62,0.0007,-0.2097,-0.3296,0,1
2023-08-16,acct-009,GCP,prod,18.8331,12.9445,6.1985,11.1755,25.08,102386.32,0.0003,0.0813,-0.0475,0,2
2023-08-16,acct-010,AWS,prod,53.1714,45.8154,18.6127,41.6192,88.7675,260066.34,0.0003,-0.0272,0.2748,0,5
2023-08-16,acct-010,AWS,staging,2.4328,2.1443,1.2911,1.988,4.1546,14021.41,0.0003,0.2618,-0.0683,0,1
2023-08-16,acct-010,Azure,prod,36.6332,28.8461,9.0746,25.0494,55.8894,171854.48,0.0004,-0.0453,0.0206,0,3
2023-08-16,acct-010,Azure,staging,2.218,2.029,0.4618,1.7123,3.9312,13027.41,0.0003,0.0395,0.1292,0,1
2023-08-16,acct-010,GCP,prod,48.4933,43.6089,19.0137,38.5423,84.4923,163987.18,0.0005,0.078,-0.2247,0,3
2023-08-16,acct-010,GCP,staging,5.1006,4.1965,2.907,3.937,8.1306,28101.3,0.0003,0.0429,-0.1728,0,2
2023-08-17,acct-001,AWS,dev,15.7327,12.0757,9.5558,11.6452,24.9566,24715.95,0.0011,0.0882,-0.0262,0,3
2023-08-17,acct-001,AWS,prod,25.6504,18.7988,2.8919,15.9051,38.8508,100916.07,0.0003,-0.1455,0.0383,0,2
2023-08-17,acct-001,Azure,prod,17.8127,13.1755,6.5069,11.8298,27.2292,105670.01,0.0003,0.304,-0.0014,0,2
2023-08-17,acct-001,Azure,staging,6.0117,4.9058,2.4292,4.33,10.1387,15264.6,0.0007,0.3161,0.4697,0,1
2023-08-17,acct-001,GCP,dev,2.8234,1.7303,1.054,1.3501,3.576,9344.54,0.0004,0.2204,0.1539,0,1
2023-08-17,acct-001,GCP,prod,64.2045,49.6674,24.2596,44.0001,102.6459,258540.84,0.0004,0.089,0.0297,0,5
2023-08-17,acct-001,GCP,staging,1.1024,0.7295,0.2127,0.6438,1.5077,12834.45,0.0001,-0.1646,0.3036,0,1
2023-08-17,acct-002,AWS,prod,21.2161,16.1041,0.0,12.0111,33.2817,56161.26,0.0006,0.3147,0.0026,0,1
2023-08-17,acct-002,AWS,staging,4.1125,3.2974,1.7223,2.8086,6.8146,30552.22,0.0002,-0.1997,0.0753,0,2
2023-08-17,acct-002,Azure,dev,6.7147,5.5221,4.8585,5.4336,11.4123,9028.85,0.0013,-0.1875,-0.3832,0,1
2023-08-17,acct-002,Azure,prod,23.0196,17.3375,12.1544,16.3739,35.8308,118445.93,0.0003,0.1294,0.3136,0,2
2023-08-17,acct-002,Azure,staging,11.5598,10.568,4.2163,9.309,21.8406,17529.25,0.0012,-0.2267,0.229,0,1
2023-08-17,acct-002,GCP,dev,9.3151,8.5005,6.4039,8.0305,17.5678,22236.28,0.0008,-0.0142,0.346,0,3
2023-08-17,acct-002,GCP,prod,51.6057,39.6435,22.2836,35.4113,81.93,244113.81,0.0003,0.1581,-0.1202,0,5
2023-08-17,acct-003,AWS,prod,33.7023,31.0258,3.8332,25.5754,64.1201,103612.87,0.0006,-0.0664,0.1137,0,2
2023-08-17,acct-003,AWS,staging,23.8365,17.1849,9.8242,15.1393,35.5155,34798.26,0.001,0.0548,-0.3029,0,2
2023-08-17,acct-003,Azure,prod,26.0252,20.5125,8.866,18.6173,42.3926,209678.25,0.0002,0.0425,0.0659,0,4
2023-08-17,acct-003,Azure,staging,15.3338,11.9314,6.0751,10.4313,24.6583,35175.86,0.0008,-0.1053,0.0025,0,2
2023-08-17,acct-003,GCP,prod,28.8177,23.3975,2.9405,18.5713,48.3549,113256.15,0.0004,0.0196,0.1444,0,2
2023-08-17,acct-003,GCP,staging,22.8617,16.316,9.6294,13.6401,33.7196,48458.31,0.0007,0.1743,0.0528,0,3
2023-08-17,acct-004,AWS,prod,45.7174,30.6746,13.204,26.7589,63.3941,155341.53,0.0004,0.0526,0.0487,0,3
2023-08-17,acct-004,Azure,dev,3.7281,3.3267,2.686,3.1988,6.8751,14533.73,0.0005,-0.0323,0.1703,0,2
2023-08-17,acct-004,Azure,prod,27.3219,22.8342,11.3306,20.942,47.1907,109313.13,0.0004,-0.0915,-0.0835,0,2
2023-08-17,acct-004,Azure,staging,17.3184,14.284,10.1039,13.309,29.5202,31971.9,0.0009,-0.0021,-0.2224,0,2
2023-08-17,acct-004,GCP,prod,46.8675,35.3233,12.9417,30.0637,73.0013,250981.11,0.0003,0.0924,0.2445,0,5
2023-08-17,acct-004,GCP,staging,1.862,1.1659,0.4849,1.0094,2.4095,17057.25,0.0001,0.296,0.4074,0,1
2023-08-17,acct-005,AWS,prod,70.0411,58.6463,25.3263,52.6827,121.2026,213446.84,0.0006,-0.0025,0.1541,0,4
2023-08-17,acct-005,AWS,staging,6.4002,5.5256,4.5539,5.2306,11.4196,13022.92,0.0009,0.0796,-0.3714,0,1
2023-08-17,acct-005,Azure,dev,5.4892,4.6547,3.5519,4.4315,9.6197,16783.96,0.0006,0.0664,-0.1265,0,2
2023-08-17,acct-005,Azure,prod,30.4311,22.9136,10.8827,19.5404,47.3548,90802.66,0.0005,0.0376,0.0411,0,2
2023-08-17,acct-005,GCP,dev,0.6643,0.5274,0.4799,0.5143,1.0899,8285.37,0.0001,-0.1628,-0.2703,0,1
2023-08-17,acct-005,GCP,prod,21.8733,16.5735,4.6105,14.0668,34.2517,158313.71,0.0002,0.1247,-0.1458,0,3
2023-08-17,acct-005,GCP,staging,17.5505,13.2404,11.4312,12.2555,27.3636,30308.75,0.0009,0.0068,0.1927,0,2
2023-08-17,acct-006,AWS,prod,95.4435,75.0448,33.8458,65.1116,155.0924,307608.46,0.0005,0.0365,0.0093,0,6
2023-08-17,acct-006,AWS,staging,13.6428,10.2082,6.0696,9.1646,21.0969,28304.24,0.0008,0.0205,0.3279,0,2
2023-08-17,acct-006,Azure,prod,18.2175,15.1598,4.9866,12.13,31.3303,96568.81,0.0003,0.2999,0.0563,0,2
2023-08-17,acct-006,Azure,staging,2.003,1.6319,0.9351,1.4409,3.3727,28368.29,0.0001,-0.0032,0.1101,0,2
2023-08-17,acct-006,GCP,dev,3.7102,2.9561,2.3596,2.089,6.1092,8905.48,0.0007,0.2193,0.2611,0,1
2023-08-17,acct-006,GCP,prod,19.4139,15.4955,5.5678,13.3257,32.0239,106796.39,0.0003,0.1429,-0.1275,0,2
2023-08-17,acct-007,AWS,dev,4.2424,2.6122,1.8058,2.4322,5.3985,8726.25,0.0006,-0.1672,0.11,0,1
2023-08-17,acct-007,AWS,prod,15.253,9.3574,2.8834,7.6676,19.3385,102749.86,0.0002,-0.1328,-0.1912,0,2
2023-08-17,acct-007,AWS,staging,32.4928,23.4688,16.0292,21.6605,48.5023,59065.86,0.0008,0.029,-0.0496,0,4
2023-08-17,acct-007,Azure,prod,5.1913,3.6374,1.1339,2.9955,7.5173,45839.38,0.0002,0.1712,0.3179,0,1
2023-08-17,acct-007,Azure,staging,4.0212,3.0068,2.7073,2.9598,6.2141,13375.11,0.0005,-0.0266,0.478,0,1
2023-08-17,acct-007,GCP,dev,7.4354,5.7739,5.0062,5.6059,11.9327,17027.62,0.0007,-0.0851,-0.178,0,2
2023-08-17,acct-007,GCP,prod,21.9671,14.7429,2.8886,11.7952,30.4686,157313.16,0.0002,0.2006,0.1245,0,3
2023-08-17,acct-007,GCP,staging,4.1206,3.3333,3.0041,3.2627,6.8888,17708.78,0.0004,-0.0551,0.261,0,1
2023-08-17,acct-008,AWS,prod,67.0014,53.827,16.5365,43.8008,111.2422,258255.7,0.0004,0.0756,0.3676,0,5
2023-08-17,acct-008,AWS,staging,13.3332,9.5815,3.3468,8.1022,19.8018,13616.84,0.0015,-0.2333,0.224,0,1
2023-08-17,acct-008,Azure,prod,60.6706,46.9071,11.5487,39.2103,96.9415,193013.26,0.0005,-0.0248,0.0261,0,4
2023-08-17,acct-008,Azure,staging,5.4043,3.6891,3.1082,3.6211,7.6241,15126.15,0.0005,-0.1164,0.431,0,1
2023-08-17,acct-008,GCP,prod,7.0989,5.3582,1.1949,4.6375,11.0736,103059.95,0.0001,0.1391,0.0768,0,2
2023-08-17,acct-008,GCP,staging,13.1002,10.6604,7.1508,9.8486,22.0316,31922.44,0.0007,-0.1174,-0.013,0,2
2023-08-17,acct-009,AWS,prod,21.6683,14.4717,3.6502,12.305,29.9082,99909.68,0.0003,0.2167,-0.1086,0,2
2023-08-17,acct-009,Azure,dev,1.564,1.2841,0.753,1.1356,2.6538,9534.49,0.0003,0.1999,-0.398,0,1
2023-08-17,acct-009,Azure,prod,40.9181,29.5433,11.6036,24.368,61.0562,139823.17,0.0004,0.1594,-0.0886,0,3
2023-08-17,acct-009,GCP,dev,9.4353,6.3675,4.0872,5.138,13.1595,16464.56,0.0008,-0.0107,0.2264,0,2
2023-08-17,acct-009,GCP,prod,63.8046,48.9742,11.1655,40.0289,101.2134,264941.96,0.0004,0.1052,0.1624,0,5
2023-08-17,acct-009,GCP,staging,13.7568,9.2191,3.654,7.4121,19.0528,27022.2,0.0007,0.1822,0.1314,0,2
2023-08-17,acct-010,AWS,prod,69.3,51.9722,23.0435,45.9428,107.4093,195999.62,0.0005,0.1363,0.3105,0,4
2023-08-17,acct-010,AWS,staging,12.8265,8.9564,7.1054,8.5214,18.5098,32942.76,0.0006,0.1464,-0.0546,0,2
2023-08-17,acct-010,Azure,prod,70.727,52.821,18.3062,45.0278,109.1632,202647.35,0.0005,0.1226,0.171,0,4
2023-08-17,acct-010,GCP,prod,71.613,54.3749,34.8495,49.9519,112.3747,201716.38,0.0006,-0.0611,-0.1271,0,4
2023-08-17,acct-010,GCP,staging,9.0161,6.6964,3.885,6.2263,13.8391,15832.21,0.0009,0.3379,0.1852,0,1
2023-08-18,acct-001,AWS,dev,4.3326,4.1085,3.4322,3.9752,9.0974,6845.81,0.0013,-0.0475,-0.3641,0,1
2023-08-18,acct-001,AWS,prod,41.9377,32.7835,3.2935,26.9083,72.5921,205306.99,0.0004,0.0078,-0.0319,0,4
2023-08-18,acct-001,Azure,prod,33.2795,25.5936,20.5218,24.4353,56.6715,98386.91,0.0006,0.179,0.1728,0,2
2023-08-18,acct-001,Azure,staging,4.1005,3.3664,1.451,2.9418,7.4541,12767.22,0.0006,0.178,-0.0611,0,1
2023-08-18,acct-001,GCP,dev,1.1039,0.8482,0.6714,0.8,1.8782,7386.68,0.0003,0.0638,0.1297,0,1
2023-08-18,acct-001,GCP,prod,37.1245,31.1061,9.0783,26.3765,68.8778,159287.79,0.0004,-0.1477,0.1318,0,3
2023-08-18,acct-001,GCP,staging,29.7093,25.4864,10.7064,20.7806,56.4343,45666.01,0.0012,0.0517,0.1278,0,3
2023-08-18,acct-002,AWS,prod,21.8451,19.3738,17.1406,18.9386,42.899,50104.93,0.0009,0.0153,0.4721,0,1
2023-08-18,acct-002,AWS,staging,17.1451,13.5752,10.7215,12.8616,30.0592,32875.45,0.0009,-0.129,-0.0098,0,2
2023-08-18,acct-002,Azure,prod,67.606,53.1985,19.3255,44.7556,117.797,310923.09,0.0003,0.0674,-0.0084,0,6
2023-08-18,acct-002,Azure,staging,24.0992,20.9083,7.4751,14.8118,46.2969,30830.23,0.0015,0.0535,0.0317,0,2
2023-08-18,acct-002,GCP,dev,8.8004,6.2388,4.7023,5.8887,13.8146,17234.48,0.0008,0.0035,0.0512,0,2
2023-08-18,acct-002,GCP,prod,30.8328,25.0227,5.3775,20.3151,55.4074,110669.55,0.0005,-0.01,0.3196,0,2
2023-08-18,acct-003,AWS,dev,4.5244,3.2571,1.997,3.1058,7.2121,8729.27,0.0008,0.0916,0.4403,0,1
2023-08-18,acct-003,AWS,prod,30.9473,25.3111,10.3005,22.679,56.0462,168468.12,0.0003,0.0032,0.0803,0,3
2023-08-18,acct-003,AWS,staging,15.3953,14.0285,6.48,12.4727,31.0632,29541.68,0.0011,-0.1365,-0.1127,0,2
2023-08-18,acct-003,Azure,dev,1.6531,1.5298,1.2445,1.496,3.3875,9359.17,0.0004,0.1708,0.2326,0,1
2023-08-18,acct-003,Azure,prod,27.5043,19.6683,5.7379,16.9434,43.5513,148880.95,0.0003,0.1738,0.0714,0,3
2023-08-18,acct-003,GCP,prod,64.4737,48.6753,9.2415,40.1849,107.7808,254479.35,0.0004,0.1969,0.0112,0,5
2023-08-18,acct-004,AWS,dev,3.9094,2.6447,1.7082,2.4122,5.856,6837.66,0.0009,-0.1346,0.2888,0,1
2023-08-18,acct-004,AWS,prod,36.79,23.2913,5.567,18.4541,51.5736,87955.58,0.0006,0.1341,-0.3077,0,2
2023-08-18,acct-004,AWS,staging,2.8208,2.3043,1.8642,2.2212,5.1024,15320.76,0.0003,0.0876,-0.2837,0,1
2023-08-18,acct-004,Azure,dev,4.3425,3.142,2.2279,2.9781,6.9572,15870.54,0.0004,0.1835,0.0013,0,2
2023-08-18,acct-004,Azure,prod,33.4818,24.9988,0.6951,17.8518,55.3543,106550.36,0.0005,-0.1905,0.202,0,2
2023-08-18,acct-004,Azure,staging,12.1994,8.4348,3.3228,7.0955,18.677,14103.52,0.0013,-0.0644,0.4906,0,1
2023-08-18,acct-004,GCP,prod,19.9052,14.3373,0.5643,11.0741,31.7471,104543.79,0.0003,0.1809,0.0363,0,2
2023-08-18,acct-004,GCP,staging,21.932,15.4792,9.1444,14.4602,34.2753,60705.55,0.0005,0.0166,0.2749,0,4
2023-08-18,acct-005,AWS,prod,27.1827,20.3683,14.4476,19.3134,45.1011,164650.37,0.0003,0.0294,0.2107,0,3
2023-08-18,acct-005,AWS,staging,19.041,12.0337,6.9192,11.2424,26.6461,27292.74,0.0009,-0.1149,0.2382,0,2
2023-08-18,acct-005,Azure,dev,12.01,8.2922,5.3774,7.533,18.3613,18515.5,0.0009,0.0635,0.0169,0,2
2023-08-18,acct-005,Azure,prod,16.9646,13.4406,6.1137,12.2499,29.7612,52909.81,0.0006,0.1864,0.1936,0,1
2023-08-18,acct-005,GCP,dev,1.7338,1.1612,0.7328,1.0373,2.5712,8317.99,0.0003,0.3437,-0.3759,0,1
2023-08-18,acct-005,GCP,prod,38.0867,27.7229,17.4824,25.2998,61.3865,206396.61,0.0003,0.0873,0.2383,0,4
2023-08-18,acct-005,GCP,staging,17.0035,12.5981,4.0338,11.0947,27.8958,26995.02,0.0011,0.0755,0.041,0,2
2023-08-18,acct-006,AWS,dev,7.0905,6.0005,4.3601,5.7655,13.2869,8477.55,0.0016,0.1808,0.3418,0,1
2023-08-18,acct-006,AWS,prod,63.545,51.5519,18.7363,43.8558,114.1506,312591.09,0.0004,0.0158,-0.1026,0,6
2023-08-18,acct-006,Azure,prod,8.685,7.5309,1.4202,6.3292,16.6755,110990.2,0.0002,0.0353,0.2394,0,2
2023-08-18,acct-006,Azure,staging,15.5653,12.7804,7.324,10.7775,28.2994,29836.71,0.0009,-0.0128,-0.2688,0,2
2023-08-18,acct-006,GCP,prod,35.4669,24.5847,7.4477,20.2541,54.4373,203638.9,0.0003,-0.0288,0.3567,0,4
2023-08-18,acct-007,AWS,prod,40.3974,28.9877,8.4056,23.7967,64.1872,150423.62,0.0004,0.0565,0.2481,0,3
2023-08-18,acct-007,AWS,staging,7.205,6.6008,1.4689,5.5051,14.616,17924.53,0.0008,-0.142,0.1183,0,1
2023-08-18,acct-007,Azure,prod,65.0954,47.5533,18.5679,40.7301,105.2965,204941.44,0.0005,0.0577,-0.0431,0,4
2023-08-18,acct-007,Azure,staging,4.488,3.0828,2.1542,2.7968,6.8261,13799.67,0.0005,-0.1203,-0.1528,0,1
2023-08-18,acct-007,GCP,prod,58.3766,53.9099,16.0358,46.1422,119.3719,205023.54,0.0006,0.0464,0.0538,0,4
2023-08-18,acct-007,GCP,staging,20.01,18.2372,10.6524,16.5644,40.3825,33339.68,0.0012,-0.2329,0.2331,0,2
2023-08-18,acct-008,AWS,dev,19.6546,15.29,10.3856,14.5154,33.8563,24573.28,0.0014,-0.0294,-0.0673,0,3
2023-08-18,acct-008,AWS,prod,53.244,45.3487,24.9737,41.0889,100.415,199102.28,0.0005,-0.0947,-0.034,0,4
2023-08-18,acct-008,Azure,dev,4.094,3.4131,1.853,3.0838,7.5575,7208.89,0.001,0.2096,-0.3874,0,1
2023-08-18,acct-008,Azure,prod,24.5057,17.1425,1.1357,13.7005,37.9583,103729.78,0.0004,-0.1105,-0.1133,0,2
2023-08-18,acct-008,Azure,staging,4.6816,2.9881,1.6788,2.7425,6.6166,13042.63,0.0005,0.3446,0.3114,0,1
2023-08-18,acct-008,GCP,dev,4.7162,3.5311,1.9884,3.2972,7.8188,8535.03,0.0009,0.0164,-0.1392,0,1
2023-08-18,acct-008,GCP,prod,33.4423,25.0426,4.2585,20.3604,55.4515,91535.28,0.0006,0.2351,0.0917,0,2
2023-08-18,acct-008,GCP,staging,5.0191,4.1796,2.5359,3.9494,9.2548,17746.37,0.0005,-0.2049,-0.0511,0,1
2023-08-18,acct-009,AWS,dev,2.0652,1.7328,1.2939,1.6268,3.837,9122.73,0.0004,0.2284,0.4232,0,1
2023-08-18,acct-009,AWS,prod,20.9947,15.4104,4.2454,13.8895,34.1229,97233.81,0.0003,0.0394,-0.1255,0,2
2023-08-18,acct-009,AWS,staging,2.7338,2.3133,2.1786,2.2939,5.1223,16524.94,0.0003,0.1083,0.3993,0,1
2023-08-18,acct-009,Azure,prod,34.8817,30.979,5.8843,25.5183,68.5962,160407.48,0.0004,-0.0399,0.1078,0,3
2023-08-18,acct-009,Azure,staging,25.7111,21.3784,8.0279,15.5578,47.3379,47183.57,0.001,0.0238,0.1355,0,3
2023-08-18,acct-009,GCP,dev,0.2402,0.2245,0.1927,0.2158,0.4971,7697.04,0.0001,-0.2117,0.1924,0,1
2023-08-18,acct-009,GCP,prod,53.8951,41.8184,11.2762,33.8917,92.598,207353.11,0.0004,0.0642,0.1306,0,4
2023-08-18,acct-010,AWS,prod,76.9577,60.875,28.1453,54.7149,134.7948,320162.68,0.0004,0.1174,-0.0242,0,6
2023-08-18,acct-010,AWS,staging,18.3047,15.6351,4.4946,12.7137,34.6204,32937.47,0.0011,-0.1856,0.274,0,2
2023-08-18,acct-010,Azure,dev,0.5748,0.4453,0.34,0.4181,0.986,8929.7,0.0001,-0.2481,-0.2118,0,1
2023-08-18,acct-010,Azure,prod,25.6483,15.937,6.5127,13.3862,35.289,111109.91,0.0003,0.0915,0.0534,0,2
2023-08-18,acct-010,GCP,prod,34.3641,23.7229,2.6464,20.4278,52.5292,155280.18,0.0003,-0.0292,-0.0633,0,3
2023-08-18,acct-010,GCP,staging,2.3339,2.1454,1.6956,2.0536,4.7505,14642.18,0.0003,0.1035,-0.1137,0,1
2023-08-19,acct-001,AWS,dev,1.1783,1.084,0.7879,1.0069,2.585,7581.07,0.0003,0.3009,0.0663,0,1
2023-08-19,acct-001,AWS,prod,85.4646,63.2059,22.1981,55.9163,150.7214,356458.26,0.0004,-0.0865,0.0037,0,7
2023-08-19,acct-001,Azure,staging,15.9579,12.8067,7.1514,11.6638,30.5389,47499.83,0.0007,0.1655,-0.2737,0,3
2023-08-19,acct-001,GCP,dev,4.7426,2.945,2.4562,2.8357,7.0227,7981.69,0.0009,0.1925,0.146,0,1
2023-08-19,acct-001,GCP,prod,16.3687,10.8418,3.7226,8.8666,25.8533,108711.33,0.0003,0.047,0.341,0,2
2023-08-19,acct-001,GCP,staging,6.3264,4.4127,4.2167,4.3896,10.5225,13826.21,0.0008,0.1271,-0.31,0,1
2023-08-19,acct-002,AWS,prod,32.2771,24.2212,7.3544,20.6035,57.7583,243768.26,0.0003,0.0743,0.0771,0,5
2023-08-19,acct-002,AWS,staging,0.6002,0.5531,0.4413,0.5317,1.3188,13411.97,0.0001,0.3364,-0.2378,0,1
2023-08-19,acct-002,Azure,dev,3.956,2.4077,2.0613,2.3242,5.7415,8327.82,0.0007,-0.0938,0.2896,0,1
2023-08-19,acct-002,Azure,prod,42.2234,32.3611,9.0309,27.6919,77.1684,248784.03,0.0003,0.0573,-0.0626,0,5
2023-08-19,acct-002,GCP,dev,5.5776,3.4238,2.0583,3.0118,8.1646,16815.54,0.0005,0.2812,0.0778,0,2
2023-08-19,acct-002,GCP,prod,9.8274,6.7113,4.378,6.2642,16.0038,49102.01,0.0003,-0.1912,0.2496,0,1
2023-08-19,acct-003,AWS,prod,39.9818,30.4822,14.0382,26.1261,72.6885,211551.86,0.0003,0.0331,0.0999,0,4
2023-08-19,acct-003,Azure,prod,6.1346,5.1244,0.8226,4.2782,12.2196,95262.93,0.0001,-0.1327,0.013,0,2
2023-08-19,acct-003,Azure,staging,18.7367,15.3076,6.8865,12.7288,36.5029,31256.27,0.0012,0.0126,0.0815,0,2
2023-08-19,acct-003,GCP,prod,54.1864,41.8015,21.7938,37.2707,99.6808,388126.78,0.0003,0.0603,-0.1568,0,7
2023-08-19,acct-004,AWS,dev,5.6433,3.8744,3.1982,3.6244,9.2391,24568.74,0.0004,-0.0902,-0.1114,0,3
2023-08-19,acct-004,AWS,prod,5.459,3.6587,3.1355,3.5749,8.7247,44818.23,0.0002,0.0042,-0.0509,0,1
2023-08-19,acct-004,AWS,staging,2.8686,2.4922,1.562,2.3131,5.9429,14910.92,0.0004,0.1654,0.4109,0,1
2023-08-19,acct-004,Azure,prod,33.0871,25.797,6.5129,22.0071,61.5157,147167.26,0.0004,0.0658,-0.0195,0,3
2023-08-19,acct-004,Azure,staging,2.5684,2.2758,2.0711,1.7661,5.427,17927.44,0.0003,0.1218,0.0702,0,1
2023-08-19,acct-004,GCP,dev,5.1474,4.5406,3.1306,4.2325,10.8277,16613.43,0.0006,0.129,0.3068,0,2
2023-08-19,acct-004,GCP,prod,9.4133,6.5677,1.4328,5.0985,15.6615,91060.75,0.0002,-0.0422,-0.2268,0,2
2023-08-19,acct-004,GCP,staging,8.8649,7.3767,5.6736,6.9705,17.5904,31234.66,0.0006,-0.0374,0.0697,0,2
2023-08-19,acct-005,AWS,dev,4.7616,3.283,2.8978,3.1978,7.8287,9287.18,0.0008,0.0711,0.2062,0,1
2023-08-19,acct-005,AWS,prod,24.1818,15.0147,7.8536,13.4864,35.8041,98398.54,0.0004,0.2453,-0.095,0,2
2023-08-19,acct-005,AWS,staging,4.6657,3.6422,2.8486,3.4541,8.6852,13815.98,0.0006,0.1574,0.3438,0,1
2023-08-19,acct-005,Azure,dev,2.5305,1.7899,1.4294,1.6955,4.2682,8831.67,0.0005,-0.1916,0.4709,0,1
2023-08-19,acct-005,Azure,prod,46.9392,38.699,11.885,33.1694,92.2823,148906.64,0.0006,0.052,0.1314,0,3
2023-08-19,acct-005,GCP,prod,36.275,30.0918,5.897,27.0162,71.7572,259671.76,0.0003,0.0796,0.0918,0,5
2023-08-19,acct-005,GCP,staging,10.4292,8.6997,4.6411,7.91,20.7455,32854.56,0.0006,0.2409,0.0867,0,2
2023-08-19,acct-006,AWS,prod,36.2701,26.199,6.0508,21.3063,62.4744,166099.62,0.0004,0.146,-0.0639,0,3
2023-08-19,acct-006,AWS,staging,1.4188,1.2471,0.9464,1.1667,2.9738,17927.44,0.0002,-0.0075,-0.0319,0,1
2023-08-19,acct-006,Azure,prod,40.5841,32.7303,12.8122,29.1153,78.0493,258255.11,0.0003,0.0274,0.0001,0,5
2023-08-19,acct-006,Azure,staging,9.93,6.1053,2.3191,5.2296,14.5589,27994.72,0.0006,0.1676,-0.0105,0,2
2023-08-19,acct-006,GCP,prod,23.8707,19.0384,6.6128,16.5407,45.3992,160800.49,0.0003,-0.1442,-0.1162,0,3
2023-08-19,acct-006,GCP,staging,3.5596,2.4235,0.5251,1.9838,5.7791,16917.32,0.0003,0.2495,0.0938,0,1
2023-08-19,acct-007,AWS,dev,1.4769,1.3526,1.1767,1.322,3.2254,6844.49,0.0005,0.014,0.1912,0,1
2023-08-19,acct-007,AWS,prod,31.7613,26.6599,6.2101,21.7202,63.5738,163125.07,0.0004,-0.0587,0.1758,0,3
2023-08-19,acct-007,AWS,staging,11.2254,8.3112,4.7921,7.732,19.8192,45943.36,0.0004,-0.0512,0.0671,0,3
2023-08-19,acct-007,Azure,prod,63.3257,50.6129,24.3854,45.3274,120.6924,250082.22,0.0005,0.1268,0.079,0,5
2023-08-19,acct-007,GCP,prod,24.6607,19.8353,10.7504,18.3208,47.2996,114556.4,0.0004,-0.0351,0.0782,0,2
2023-08-19,acct-007,GCP,staging,8.7729,6.475,4.5981,6.0217,15.4403,13313.69,0.0012,0.2311,0.4372,0,1
2023-08-19,acct-008,AWS,dev,9.95,7.244,5.405,6.8502,17.2742,26329.92,0.0007,0.1826,0.1819,0,3
2023-08-19,acct-008,AWS,prod,37.8855,34.2855,10.5676,27.8704,81.7577,152956.4,0.0006,0.0451,-0.0302,0,3
2023-08-19,acct-008,AWS,staging,16.2011,13.3987,5.7263,11.859,31.9507,27656.51,0.0011,0.0521,0.159,0,2
2023-08-19,acct-008,Azure,dev,2.1411,1.7912,1.4826,1.7185,4.2713,7582.83,0.0006,0.195,0.3859,0,1
2023-08-19,acct-008,Azure,prod,39.8515,28.9261,17.5044,26.2852,68.9776,142329.94,0.0005,0.0699,0.26,0,3
2023-08-19,acct-008,GCP,prod,18.3498,12.7783,0.0,10.2101,30.4713,113422.62,0.0003,0.0439,0.1675,0,2
2023-08-19,acct-008,GCP,staging,1.9335,1.3974,1.0602,1.3268,3.3323,14538.23,0.0002,-0.1251,-0.0328,0,1
2023-08-19,acct-009,AWS,prod,16.2672,10.6667,6.6653,9.5724,25.4361,96658.25,0.0003,0.0689,0.1351,0,2
2023-08-19,acct-009,AWS,staging,4.8518,3.6455,1.5649,3.0152,8.6931,31964.81,0.0003,0.0121,-0.0131,0,2
2023-08-19,acct-009,Azure,prod,22.1723,20.8105,9.1599,18.3238,49.625,100917.83,0.0005,-0.0384,0.2206,0,2
2023-08-19,acct-009,Azure,staging,7.8726,7.1579,4.0857,6.5037,17.069,29844.8,0.0006,0.0334,-0.1804,0,2
2023-08-19,acct-009,GCP,dev,1.2117,0.9473,0.7516,0.886,2.259,7068.05,0.0003,0.3487,-0.3923,0,1
2023-08-19,acct-009,GCP,prod,39.0945,30.1115,7.2855,25.996,71.8045,308657.19,0.0002,0.1076,-0.1067,0,6
2023-08-19,acct-010,AWS,dev,1.0194,0.6494,0.5385,0.6352,1.5486,6962.88,0.0002,0.1155,0.3813,0,1
2023-08-19,acct-010,AWS,prod,10.0256,9.1012,0.4481,6.7917,21.7029,59766.3,0.0004,-0.0176,-0.3642,0,1
2023-08-19,acct-010,AWS,staging,9.1148,7.9808,3.5975,7.2963,19.0312,33594.51,0.0006,0.1782,0.0932,0,2
2023-08-19,acct-010,Azure,dev,1.2795,0.8999,0.8027,0.8766,2.1458,7814.86,0.0003,-0.0766,0.1922,0,1
2023-08-19,acct-010,Azure,prod,4.0442,3.2704,0.9666,2.7802,7.7987,108846.55,0.0001,-0.1165,-0.0808,0,2
